Kiko Casilla,Spain,1986-10-02,190cm,,Goalkeeper
Maximilian Kilman,England,1997-05-23,,,Defender
Joshua King,Norway,1992-01-15,180cm,74kg,Forward
Nya Kirby,England,2000-01-31,174cm,,Midfielder
Alex Kirk,England,2002-10-27,,,Defender
Kristoffer Klaesson,Norway,2000-11-27,189cm,76kg,Goalkeeper
Mateusz Klich,Poland,1990-06-13,183cm,84kg,Midfielder
Timm Klose,Switzerland,1988-05-09,193cm,,Defender
Josh Knight,England,1997-09-07,185cm,,Defender
Robin Koch,Germany,1996-07-17,192cm,85kg,Defender
Sead Kolasinac,Bosnia & Herzegovina,1993-06-20,183cm,,Defender
Ibrahima Konaté,France,1999-05-25,194cm,95kg,Defender
Ezri Konsa,England,1997-10-23,183cm,77kg,Defender
Billy Koumetio,France,2002-11-14,,,Defender
Cheikhou Kouyaté,Senegal,1989-12-21,189cm,83kg,Midfielder
Mateo Kovacic,Croatia,1994-05-06,178cm,78kg,Midfielder
Matej Kovár,Czech Republic,2000-05-17,184cm,,Goalkeeper
Kacper Kozlowski,Poland,2003-10-16,177cm,,Midfielder
Emil Krafth,Sweden,1994-08-02,184cm,83kg,Defender
Alex Král,Czech Republic,1998-05-19,185cm,72kg,Midfielder
Tim Krul,Netherlands,1988-04-03,188cm,84kg,Goalkeeper
Juraj Kucka,Slovakia,1987-02-26,186cm,86kg,Midfielder
Dejan Kulusevski,Sweden,2000-04-25,186cm,80kg,Midfielder
Alexandre Lacazette,France,1991-05-28,175cm,73kg,Forward
Adam Lallana,England,1988-05-10,172cm,73kg,Midfielder
Erik Lamela,Argentina,1992-03-04,181cm,,Midfielder
Tariq Lamptey,England,2000-09-30,,,Defender
Daniel Langley,England,2000-12-28,,,Goalkeeper
Henri Lansbury,England,1990-10-12,183cm,,Midfielder
Manuel Lanzini,Argentina,1993-02-15,167cm,59kg,Midfielder
Aymeric Laporte,Spain,1994-05-27,191cm,86kg,Defender
Jamaal Lascelles,England,1993-11-11,188cm,89kg,Defender
Roméo Lavia,Belgium,2004-01-06,,,Midfielder
Marcel Lavinier,Portugal,2000-12-16,180cm,,Midfielder
Achraf Lazaar,Morocco,1992-01-22,184cm,,Defender
Zan-Luk Leban,Slovenia,2002-12-15,,,Goalkeeper
Pierre Lees-Melou,France,1993-05-25,185cm,69kg,Midfielder
Florian Lejeune,France,1991-05-20,189cm,,Defender
Dexter Lembikisa,England,2003-11-04,,,Defender
Mario Lemina,Gabon,1993-09-01,184cm,,Midfielder
Aaron Lennon,England,1987-04-16,165cm,63kg,Midfielder
Bernd Leno,Germany,1992-03-04,190cm,83kg,Goalkeeper
Marc Leonard,Scotland,2001-12-19,,,Midfielder
Thakgalo Leshabela,South Africa,1999-09-18,175cm,,Midfielder
Dylan Levitt,Wales,2000-11-17,180cm,,Midfielder
Jamal Lewis,Northern Ireland,1998-01-25,178cm,70kg,Defender
Lewis Hall,England,2004-09-08,,,Midfielder
Victor Lindelöf,Sweden,1994-07-17,187cm,80kg,Defender
Hayden Lindley,England,2002-09-02,,,Midfielder
Jesse Lingard,England,1992-12-15,175cm,62kg,Midfielder
Valentino Livramento,England,2002-11-12,,,Defender
Diego Llorente,Spain,1993-08-16,186cm,75kg,Defender
Hugo Lloris,France,1986-12-26,188cm,82kg,Goalkeeper
Giovani Lo Celso,Argentina,1996-04-09,177cm,,Midfielder
Jürgen Locadia,Netherlands,1993-11-07,187cm,,Forward
Ruben Loftus-Cheek,England,1996-01-23,191cm,88kg,Midfielder
Andy Lonergan,England,1983-10-19,192cm,87kg,Goalkeeper
Kevin Long,Ireland,1990-08-18,188cm,83kg,Defender
Emmanuel Longelo,England,2000-12-27,,,Forward
Matthew Longstaff,England,2000-03-21,,,Midfielder
Nigel Lonwijk,Netherlands,2002-10-27,188cm,,Defender
Ademola Lookman,Nigeria,1997-10-20,174cm,71kg,Forward
Joel Lopez Salguero,Spain,2002-03-31,,,Defender
Jonas Lössl,Denmark,1989-02-01,195cm,89kg,Goalkeeper
Imrân Louza,Morocco,1999-05-01,178cm,65kg,Midfielder
Matthew Lowton,England,1989-06-09,180cm,78kg,Defender
Lucas Moura,Brazil,1992-08-13,172cm,72kg,Forward
Romelu Lukaku,Belgium,1993-05-13,190cm,93kg,Forward
Lyanco,Brazil,1997-02-01,187cm,85kg,Defender
Brooklyn Lyons-Foster,England,2000-12-01,,,Defender
Isaac Mabaya,England,2004-09-22,,,Defender
Alexis Mac Allister,Argentina,1998-12-24,176cm,72kg,Midfielder
James Maddison,England,1996-11-23,175cm,73kg,Midfielder
Paris Maghoma,England,2001-05-08,,,Midfielder
Harry Maguire,England,1993-03-05,194cm,100kg,Defender
Riyad Mahrez,Algeria,1991-02-21,179cm,67kg,Forward
Ainsley Maitland-Niles,England,1997-08-29,177cm,,Midfielder
Malachi Boateng,England,2002-07-05,,,Midfielder
Anthony Mancini,France,2001-04-06,180cm,,Midfielder
Sadio Mané,Senegal,1992-04-10,175cm,69kg,Forward
Javier Manquillo,Spain,1994-05-05,178cm,76kg,Defender
Marçal,Brazil,1989-02-19,178cm,74kg,Defender
Marcelo Pitaluga,Brazil,2002-12-20,192cm,77kg,Goalkeeper
Solly March,England,1994-07-20,180cm,88kg,Midfielder
Pablo Marí,Spain,1993-08-31,193cm,,Defender
Dilan Markanday,England,2001-08-20,,,Forward
Filip Marschall,England,2003-04-24,,,Goalkeeper
Anthony Martial,France,1995-12-05,181cm,,Forward
Josh Martin,England,2001-09-09,,,Midfielder
Emiliano Martínez,Argentina,1992-09-02,195cm,88kg,Goalkeeper
Adam Masina,Morocco,1994-01-02,189cm,78kg,Defender
Arthur Masuaku,DR Congo,1993-11-07,179cm,70kg,Defender
Tawanda Maswanhise,England,2002-11-20,,,Midfielder
Juan Mata,Spain,1988-04-28,170cm,63kg,Midfielder
Jean-Philippe Mateta,France,1997-06-28,192cm,88kg,Forward
Nemanja Matic,Serbia,1988-08-01,194cm,85kg,Midfielder
Joel Matip,Cameroon,1991-08-08,195cm,90kg,Defender
Matthew Craig,Scotland,2003-04-16,,,Midfielder
Remi Matthews,England,1994-02-10,184cm,78kg,Goalkeeper
Neal Maupay,France,1996-08-14,173cm,69kg,Forward
Luke Mbete,England,2003-09-18,,,Defender
Bryan Mbeumo,France,1999-08-07,171cm,,Midfielder
Xavier Mbuyamba,Netherlands,2001-12-31,,,Defender
Reece McAlear,Scotland,2002-02-12,185cm,,Midfielder
James McArthur,Scotland,1987-10-07,178cm,75kg,Midfielder
James McAtee,England,2002-10-18,,,Midfielder
Kasey McAteer,England,2001-11-22,,,Midfielder
Alfie McCalmont,Northern Ireland,2000-03-25,,,Midfielder
Liam McCarron,Scotland,2001-03-07,175cm,,Midfielder
James McCarthy,Ireland,1990-11-12,180cm,,Midfielder
Jon McCracken,Scotland,2000-05-24,,,Goalkeeper
Thomas McGill,England,2000-03-25,,,Goalkeeper
John McGinn,Scotland,1994-10-18,178cm,68kg,Midfielder
Joseph McGlynn,Scotland,2002-09-27,,,Forward
Michael McGovern,Northern Ireland,1984-07-12,191cm,89kg,Goalkeeper
Stuart McKinstry,Scotland,2002-09-18,,,Midfielder
Kenny McLean,Scotland,1992-01-08,183cm,70kg,Midfielder
Dwight McNeil,England,1999-11-22,183cm,68kg,Midfielder
Scott McTominay,Scotland,1996-12-08,193cm,88kg,Midfielder
Ben Mee,England,1989-09-21,180cm,74kg,Defender
Hannibal Mejbri,Tunisia,2003-01-21,177cm,,Midfielder
Édouard Mendy,Senegal,1992-03-01,197cm,86kg,Goalkeeper
Teden Mengi,England,2002-04-30,183cm,,Defender
Illan Meslier,France,2000-03-02,193cm,74kg,Goalkeeper
Matt Miazga,United States,1995-07-19,191cm,,Defender
Michael Craig,Scotland,2003-04-16,,,Midfielder
Luka Milivojevic,Serbia,1991-04-07,186cm,80kg,Midfielder
James Milner,England,1986-01-04,175cm,70kg,Midfielder
Yerry Mina,Colombia,1994-09-23,195cm,94kg,Defender
Takumi Minamino,Japan,1995-01-16,174cm,68kg,Forward
Tyrone Mings,England,1993-03-13,196cm,77kg,Defender
Tyrick Mitchell,England,1999-09-01,,,Defender
Kaoru Mitoma,Japan,1997-05-20,178cm,,Forward
Jan Mlakar,Slovenia,1998-10-23,183cm,,Forward
Jakub Moder,Poland,1999-04-07,188cm,78kg,Midfielder
Mohamed Elneny,Egypt,1992-07-11,180cm,70kg,Midfielder
Mohamed Salah,Egypt,1992-06-15,175cm,71kg,Forward
Jayson Molumby,Ireland,1999-08-06,,,Midfielder
Jacob Montes,United States,1998-10-20,,,Midfielder
Kris Moore,England,2003-11-13,,,Defender
Andrew Moran,Ireland,2003-10-15,,,Midfielder
Pablo Moreno,Spain,2002-05-03,174cm,,Forward
Wes Morgan,Jamaica,1984-01-21,186cm,,Defender
James Morris,England,2001-11-23,,,Defender
Tyler Morton,England,2002-10-31,,,Midfielder
Victor Moses,Nigeria,1990-12-12,177cm,,Midfielder
Yerson Mosquera,Colombia,2001-05-02,187cm,76kg,Defender
Louie Moulden,England,2002-01-06,,,Goalkeeper
Mason Mount,England,1999-01-10,178cm,70kg,Midfielder
Bali Mumba,England,2001-10-01,,,Defender
Joel Mumbongo,Sweden,1999-01-09,188cm,,Forward
Romaine Mundle,England,2003-04-24,,,Midfielder
Arijanet Muric,Kosovo,1998-11-07,198cm,,Goalkeeper
Jacob Murphy,England,1995-02-24,179cm,74kg,Midfielder
Glenn Murray,England,1983-09-25,183cm,,Forward
Charly Musonda,Belgium,1996-10-15,173cm,,Midfielder
Yoshinori Muto,Japan,1992-07-15,179cm,,Forward
Enock Mwepu,Zambia,1998-01-01,184cm,76kg,Midfielder
Vitalii Mykolenko,Ukraine,1999-05-29,180cm,71kg,Defender
Daniel N'Lundulu,England,1999-02-05,185cm,,Forward
Marvelous Nakamba,Zimbabwe,1994-01-19,178cm,71kg,Midfielder
Richard Nartey,England,1998-09-06,184cm,,Defender
Marc Navarro,Spain,1995-07-02,188cm,,Defender
Wilfred Ndidi,Nigeria,1996-12-16,183cm,74kg,Midfielder
Tanguy Ndombele,France,1996-12-28,181cm,,Midfielder
Reiss Nelson,England,1999-12-10,175cm,,Forward
Nélson Semedo,Portugal,1993-11-16,177cm,67kg,Defender
Jeremy Ngakia,England,2000-09-07,,,Defender
Saúl Ñíguez,Spain,1994-11-21,184cm,76kg,Midfielder
Eddie Nketiah,England,1999-05-30,175cm,72kg,Forward
Nicolas Nkoulou,Cameroon,1990-03-27,184cm,77kg,Defender
Niels Nkounkou,France,2000-11-01,180cm,,Defender
Mark Noble,England,1987-05-08,180cm,70kg,Midfielder
Mathias Normann,Norway,1996-05-28,179cm,75kg,Midfielder
Will Norris,England,1993-08-12,195cm,74kg,Goalkeeper
Nuno Tavares,Portugal,2000-01-26,183cm,75kg,Defender
Ørjan Nyland,Norway,1990-09-10,192cm,,Goalkeeper
Christian Nørgaard,Denmark,1994-03-10,187cm,76kg,Midfielder
Kane O'Connor,Scotland,2001-01-17,,,Defender
Michael Obafemi,Ireland,2000-07-06,169cm,,Forward
Ademipo Odubeko,Ireland,2002-10-21,,,Forward
Chituru Odunze,United States,2002-10-14,200cm,,Goalkeeper
Odeluga Offiah,England,2002-10-26,,,Defender
Angelo Ogbonna,Italy,1988-05-23,191cm,86kg,Defender
Mazeed Ogungbo,Ireland,2002-10-20,,,Defender
Sheyi Ojo,England,1997-06-19,177cm,,Midfielder
Jakub Ojrzynski,Poland,2003-02-19,,,Goalkeeper
Armstrong Oko-Flex,Ireland,2002-03-02,,,Forward
Arthur Okonkwo,England,2001-09-09,198cm,,Goalkeeper
Maduka Okoye,Nigeria,1999-08-28,197cm,,Goalkeeper
Jaakko Oksanen,Finland,2000-11-07,,,Midfielder
Kazeem Olaigbe,Belgium,2003-01-02,,,Forward
Michael Olise,France,2001-12-12,176cm,,Midfielder
Robin Olsen,Sweden,1990-01-08,198cm,89kg,Goalkeeper
Josh Oluwayemi,England,2001-03-13,,,Goalkeeper
Andrew Omobamidele,Ireland,2002-06-23,188cm,,Defender
Tobi Omole,England,1999-12-17,,,Defender
Akos Onodi,Hungary,2001-09-02,,,Goalkeeper
Tyler Onyango,England,2003-03-04,190cm,,Midfielder
Frank Onyeka,Nigeria,1998-01-01,183cm,,Midfielder
Divock Origi,Belgium,1995-04-18,185cm,75kg,Forward
Owen Otasowie,United States,2001-01-06,191cm,,Midfielder
Salah-Eddine Oulad M'hand,Netherlands,2003-08-20,,,Midfielder
Aston Oxborough,England,1998-05-09,,,Goalkeeper
Alex Oxlade-Chamberlain,England,1993-08-15,180cm,70kg,Midfielder
Daniel Oyegoke,England,2003-01-03,,,Defender
Pablo Hernández,Spain,1985-04-11,173cm,,Midfielder
Cole Palmer,England,2002-05-06,,,Midfielder
Erik Palmer-Brown,United States,1997-04-24,187cm,,Defender
Pape Sarr,Senegal,2002-09-14,185cm,,Midfielder
Adam Parkes,England,1999-11-30,,,Goalkeeper
Troy Parrott,Ireland,2002-02-04,185cm,,Forward
Thomas Partey,Ghana,1993-06-13,185cm,77kg,Midfielder
Maksim Paskotsi,Estonia,2003-01-19,,,Defender
Charlie Patino,England,2003-10-17,,,Midfielder
Nathan Patterson,Scotland,2001-10-16,183cm,72kg,Defender
Bailey Peacock-Farrell,Northern Ireland,1996-10-29,193cm,,Goalkeeper
Myles Peart-Harris,England,2002-09-18,,,Midfielder
Pedro Neto,Portugal,2000-03-09,172cm,69kg,Forward
Facundo Pellistri,Uruguay,2001-12-20,175cm,69kg,Midfielder
Adalberto Peñaranda,Venezuela,1997-05-31,185cm,,Forward
Nicolas Pépé,Cote D’Ivoire,1995-05-29,183cm,73kg,Forward
Ayoze Pérez,Spain,1993-07-29,178cm,72kg,Forward
Stipe Perica,Croatia,1995-07-07,192cm,,Forward
Sonny Perkins,England,2004-02-10,,,Midfielder
Romain Perraud,France,1997-09-22,173cm,68kg,Defender
Taylor Perry,England,2001-07-15,,,Midfielder
Philippe Coutinho,Brazil,1992-06-12,172cm,68kg,Midfielder
Kalvin Phillips,England,1995-12-02,178cm,72kg,Midfielder
Jaden Philogene-Bidace,England,2002-02-08,,,Midfielder
Jordan Pickford,England,1994-03-07,185cm,77kg,Goalkeeper
Erik Pieters,Netherlands,1988-08-07,183cm,84kg,Defender
Ethan Pinnock,Jamaica,1993-05-29,187cm,79kg,Defender
Przemyslaw Placheta,Poland,1998-03-23,177cm,72kg,Midfielder
Luke Plange,England,2002-11-04,178cm,,Forward
Maurizio Pochettino,Spain,2001-03-30,,,Midfielder
Paul Pogba,France,1993-03-15,191cm,84kg,Midfielder
Matthew Pollock,England,2001-09-28,,,Defender
Nick Pope,England,1992-04-19,191cm,76kg,Goalkeeper
Freddie Potts,England,2003-09-12,,,Midfielder
Ian Poveda-Ocampo,England,2000-02-09,165cm,,Forward
Iker Pozo,Spain,2000-08-06,,,Midfielder
Dennis Praet,Belgium,1994-05-14,181cm,,Midfielder
Aaron Pressley,Scotland,2001-11-07,189cm,,Forward
Isaac Price,Northern Ireland,2003-09-26,,,Forward
Davy Pröpper,Netherlands,1991-09-02,185cm,,Midfielder
Teemu Pukki,Finland,1990-03-29,180cm,75kg,Forward
Christian Pulisic,United States,1998-09-18,172cm,69kg,Midfielder
Ignacio Pussetto,Argentina,1995-12-21,180cm,74kg,Forward
Jarell Quansah,England,2003-01-29,,,Defender
Xavi Quintillá,Spain,1996-08-23,183cm,,Defender
Luka Racic,Denmark,1999-05-08,,,Defender
Rafa Mir,Spain,1997-06-18,191cm,,Forward
Arjan Raikhy,England,2002-10-20,,,Midfielder
Jesurun Rak-Sakyi,England,2002-10-05,,,Midfielder
Kayne Ramsay,England,2000-10-10,,,Defender
Aaron Ramsdale,England,1998-05-14,188cm,77kg,Goalkeeper
Jacob Ramsey,England,2001-05-28,,,Midfielder
Darren Randolph,Ireland,1987-05-12,188cm,98kg,Goalkeeper
Raphinha,Brazil,1996-12-14,176cm,68kg,Forward
Marcus Rashford,England,1997-10-31,180cm,70kg,Forward
Milot Rashica,Kosovo,1996-06-28,177cm,73kg,Midfielder
David Raya,Spain,1995-09-15,183cm,80kg,Goalkeeper
Nathan Redmond,England,1994-03-06,173cm,69kg,Midfielder
Sergio Reguilón,Spain,1996-12-16,178cm,68kg,Defender
Winston Reid,New Zealand,1988-07-03,190cm,,Defender
Omar Rekik,Tunisia,2001-12-20,186cm,,Defender
Rhys Williams,England,2001-02-03,195cm,,Defender
Ricardo Pereira,Portugal,1993-10-06,175cm,70kg,Defender
Declan Rice,England,1999-01-14,185cm,76kg,Midfielder
Taylor Richards,England,2000-12-04,180cm,,Midfielder
Lewis Richardson,England,2003-02-07,,,Forward
Richarlison,Brazil,1997-05-10,184cm,83kg,Forward
Jairo Riedewald,Netherlands,1996-09-09,182cm,79kg,Defender
Matt Ritchie,Scotland,1989-09-10,172cm,76kg,Midfielder
Roberto Firmino,Brazil,1991-10-02,181cm,76kg,Forward
Haydon Roberts,England,2002-05-10,,,Defender
Andrew Robertson,Scotland,1994-03-11,178cm,64kg,Defender
Joe Rodon,Wales,1997-10-22,180cm,70kg,Defender
Rodri,Spain,1996-06-22,191cm,82kg,Midfielder
Rodrigo,Spain,1991-03-06,182cm,77kg,Forward
Jay Rodriguez,England,1989-07-29,185cm,84kg,Forward
Mads Roerslev,Denmark,1999-06-24,184cm,77kg,Defender
Morgan Rogers,England,2002-07-26,,,Forward
Sergio Romero,Argentina,1987-02-22,192cm,,Goalkeeper
Oriol Romeu,Spain,1991-09-24,183cm,83kg,Midfielder
Salomón Rondón,Venezuela,1989-09-16,186cm,98kg,Forward
Danny Rose,England,1990-07-02,173cm,72kg,Defender
Jonathan Rowe,England,2003-04-30,173cm,,Forward
Rúben Dias,Portugal,1997-05-14,186cm,76kg,Defender
Rúben Neves,Portugal,1997-03-13,180cm,80kg,Midfielder
Rúben Vinagre,Portugal,1999-04-09,174cm,,Defender
John Ruddy,England,1986-10-24,193cm,97kg,Goalkeeper
Antonio Rüdiger,Germany,1993-03-03,190cm,85kg,Defender
Rui Patrício,Portugal,1988-02-15,190cm,,Goalkeeper
Rúnar Rúnarsson,Iceland,1995-02-18,186cm,,Goalkeeper
Lukas Rupp,Germany,1991-01-08,178cm,73kg,Midfielder
Mathew Ryan,Australia,1992-04-08,184cm,,Goalkeeper
Allan Saint-Maximin,France,1997-03-12,173cm,67kg,Forward
Romain Saïss,Morocco,1990-03-26,190cm,80kg,Midfielder
Henri Saivet,Senegal,1990-10-26,174cm,,Midfielder
Bukayo Saka,England,2001-09-05,178cm,65kg,Midfielder
Mamadou Sakho,France,1990-02-13,187cm,,Defender
William Saliba,France,2001-03-24,192cm,,Defender
Mohammed Salisu,Ghana,1999-04-17,191cm,82kg,Defender
Mbwana Samatta,Tanzania,1992-12-23,183cm,,Forward
Albert Sambi Lokonga,Belgium,1999-10-22,173cm,67kg,Midfielder
Samir,Brazil,1994-12-05,189cm,73kg,Defender
Robert Sánchez,Spain,1997-11-18,197cm,90kg,Goalkeeper
Jadon Sancho,England,2000-03-25,180cm,76kg,Forward
Dion Sanderson,England,1999-12-15,,,Defender
Philippe Sandler,Netherlands,1997-02-10,188cm,,Defender
Morgan Sanson,France,1994-08-18,180cm,73kg,Midfielder
Joshua Sargent,United States,2000-02-20,185cm,79kg,Forward
Matija Sarkic,Montenegro,1997-07-23,195cm,,Goalkeeper
Jeremy Sarmiento,Ecuador,2002-06-16,,,Forward
Malang Sarr,France,1999-01-23,182cm,73kg,Defender
Charlie Savage,Wales,2003-05-02,,,Midfielder
Dane Scarlett,England,2004-03-24,180cm,76kg,Forward
Fabian Schär,Switzerland,1991-12-20,188cm,84kg,Defender
Kjell Scherpen,Netherlands,2000-01-23,204cm,98kg,Goalkeeper
Jeffrey Schlupp,Ghana,1992-12-23,178cm,72kg,Midfielder
Kasper Schmeichel,Denmark,1986-11-05,189cm,89kg,Goalkeeper
Ken Sema,Sweden,1993-09-30,180cm,69kg,Midfielder
Ryan Sessegnon,England,2000-05-18,178cm,70kg,Midfielder
Meritan Shabani,Germany,1999-03-15,185cm,,Midfielder
Jamie Shackleton,England,1999-10-08,168cm,65kg,Midfielder
Xherdan Shaqiri,Switzerland,1991-10-10,169cm,,Midfielder
Teddy Sharman-Lowe,England,2003-03-30,189cm,73kg,Goalkeeper
Luke Shaw,England,1995-07-12,185cm,75kg,Defender
Jonjo Shelvey,England,1992-02-27,184cm,80kg,Midfielder
Nathan Shepperd,Wales,2000-09-10,,,Goalkeeper
Shola Shoretire,England,2004-02-02,170cm,,Forward
Sidnei Tavares,Portugal,2001-09-29,,,Midfielder
Francisco Sierralta,Chile,1997-05-06,190cm,83kg,Defender
Gylfi Sigurdsson,Iceland,1989-09-08,186cm,,Midfielder
Abdallah Sima,Senegal,2001-06-17,,,Forward
Dynel Simeu,England,2002-03-13,186cm,,Defender
Ellis Simms,England,2001-01-05,,,Forward
Kamarai Simon-Swyer,England,2002-12-04,,,Midfielder
Xavier Simons,England,2003-02-20,,,Midfielder
Danel Sinani,Luxembourg,1997-04-05,185cm,,Midfielder
Viljami Sinisalo,Finland,2001-10-11,,,Goalkeeper
Moussa Sissoko,France,1989-08-16,187cm,83kg,Midfielder
Melvin Sitti,France,2000-02-14,182cm,,Midfielder
Oliver Skipp,England,2000-09-16,175cm,70kg,Midfielder
Cieran Slicker,Scotland,2002-09-15,,,Goalkeeper
Thierry Small,England,2004-08-01,,,Defender
William Smallbone,Ireland,2000-02-21,,,Forward
Tom Smith,England,2002-01-30,,,Goalkeeper
Emile Smith Rowe,England,2000-07-28,182cm,79kg,Midfielder
Son Heung-Min,South Korea,1992-07-08,183cm,78kg,Forward
Andreas Söndergaard,Denmark,2001-01-17,189cm,,Goalkeeper
Jude Soonsup-Bell,England,2004-01-10,,,Forward
Sebastian Soto,United States,2000-07-28,183cm,,Forward
Tomas Soucek,Czech Republic,1995-02-27,192cm,86kg,Midfielder
Boubakary Soumaré,France,1999-02-27,188cm,70kg,Midfielder
Kamal Sowah,Ghana,2000-01-09,179cm,,Midfielder
Çaglar Söyüncü,Turkey,1996-05-23,185cm,82kg,Defender
Tony Springett,England,,,,Midfielder
Jason Steele,England,1990-08-18,188cm,79kg,Goalkeeper
Jed Steer,England,1992-09-23,183cm,,Goalkeeper
Zack Steffen,United States,1995-04-02,191cm,86kg,Goalkeeper
Dale Stephens,England,1989-06-12,169cm,71kg,Midfielder
Dujon Sterling,England,1999-10-24,186cm,,Defender
Finley Stevens,Wales,2003-04-10,,,Defender
Toby Stevenson,England,1999-11-22,,,Defender
Marco Stiepermann,Germany,1991-02-09,190cm,,Forward
Jakub Stolarczyk,Poland,2000-12-19,,,Goalkeeper
John Stones,England,1994-05-28,188cm,70kg,Defender
James Storer,England,,,,Goalkeeper
Robert Street,England,2001-09-26,,,Forward
Pascal Struijk,Netherlands,1999-08-11,190cm,,Defender
Stuart Armstrong,Scotland,1992-03-30,183cm,75kg,Midfielder
Isaac Success,Nigeria,1996-01-07,186cm,,Forward
Thanawat Suengchitthawon,Thailand,2000-01-08,,,Midfielder
Crysencio Summerville,Netherlands,2001-10-30,174cm,,Midfielder
Zak Swanson,England,2000-09-28,,,Defender
Sil Swinkels,Netherlands,2004-01-06,,,Defender
Jacob Sørensen,Denmark,1998-03-03,,,Midfielder
Michael Tait,England,2001-01-29,,,Forward
Japhet Tanganga,England,1999-03-31,184cm,76kg,Defender
Matt Targett,England,1995-09-18,183cm,70kg,Defender
James Tarkowski,England,1992-11-19,185cm,81kg,Defender
Percy Tau,South Africa,1994-05-13,175cm,,Forward
Neil Taylor,Wales,1989-02-07,176cm,,Defender
Allan Tchaptchet,France,2001-12-21,193cm,,Defender
Nathan Tella,England,1999-07-05,,,Midfielder
Thiago,Spain,1991-04-11,174cm,70kg,Midfielder
Thiago Silva,Brazil,1984-09-22,183cm,79kg,Defender
Bobby Thomas,England,2001-01-30,,,Defender
Dominic Thompson,England,2000-07-26,,,Defender
Youri Tielemans,Belgium,1997-05-07,176cm,72kg,Midfielder
Kieran Tierney,Scotland,1997-06-05,178cm,70kg,Defender
Tom Dele-Bashiru,Nigeria,1999-09-17,183cm,,Midfielder
Takehiro Tomiyasu,Japan,1998-11-05,188cm,70kg,Defender
James Tomkins,England,1989-03-29,192cm,74kg,Defender
Jonathan Tomkinson,United States,2002-04-11,,,Defender
Tommi O'Reilly,England,2003-12-15,,,Midfielder
Fikayo Tomori,England,1997-12-19,185cm,,Defender
Ivan Toney,England,1996-03-16,179cm,70kg,Forward
Lucas Torreira,Uruguay,1996-02-11,168cm,,Midfielder
Ferran Torres,Spain,2000-02-29,184cm,,Forward
Cenk Tosun,Turkey,1991-06-07,183cm,78kg,Forward
Toti,Portugal,1999-01-16,187cm,72kg,Defender
Andros Townsend,England,1991-07-16,181cm,77kg,Midfielder
James Trafford,England,2002-10-10,,,Goalkeeper
Bertrand Traoré,Burkina Faso,1995-09-06,181cm,73kg,Forward
Trézéguet,Egypt,1994-10-01,180cm,,Midfielder
Trincão,Portugal,1999-12-29,184cm,70kg,Forward
Kieran Trippier,England,1990-09-19,178cm,71kg,Defender
William Troost-Ekong,Nigeria,1993-09-01,191cm,82kg,Defender
Leandro Trossard,Belgium,1994-12-04,171cm,61kg,Forward
Nathan Trott,England,1998-11-21,188cm,,Goalkeeper
Auston Trusty,United States,1998-08-12,191cm,,Defender
Tom Trybull,Germany,1993-03-09,181cm,,Midfielder
Konstantinos Tsimikas,Greece,1996-05-12,178cm,77kg,Defender
Antef Tsoungui,England,2002-12-30,,,Defender
Axel Tuanzebe,England,1997-11-14,186cm,,Defender
Ozan Tufan,Turkey,1995-03-23,179cm,,Midfielder
Ed Turns,Wales,2002-10-18,,,Defender
Harry Tyrer,England,2001-12-06,,,Goalkeeper
Christos Tzolis,Greece,2002-01-30,184cm,,Forward
Iké Ugbo,Canada,1998-09-21,184cm,,Forward
Deniz Undav,Germany,1996-07-19,179cm,,Forward
Cengiz Ünder,Turkey,1997-07-14,173cm,,Forward
Harvey Vale,England,2003-09-11,,,Midfielder
Joel Valencia,Ecuador,1994-11-16,164cm,,Forward
Yan Valery,France,1999-02-22,180cm,85kg,Defender
Patrick van Aanholt,Netherlands,1990-08-29,176cm,,Defender
Donny van de Beek,Netherlands,1997-04-18,184cm,76kg,Midfielder
Virgil van Dijk,Netherlands,1991-07-08,193cm,92kg,Defender
Mikki van Sas,Netherlands,2004-02-29,,,Goalkeeper
Raphaël Varane,France,1993-04-25,191cm,81kg,Defender
Jamie Vardy,England,1987-01-11,179cm,74kg,Forward
Indiana Vassilev,United States,2001-02-16,173cm,,Forward
Joël Veltman,Netherlands,1992-01-15,184cm,75kg,Defender
Jannik Vestergaard,Denmark,1992-08-03,199cm,98kg,Defender
Vitinha,Portugal,2000-02-13,172cm,,Midfielder
Nikola Vlasic,Croatia,1997-10-04,178cm,72kg,Midfielder
Jake Vokins,England,2000-03-17,180cm,,Defender
Mario Vrancic,Bosnia & Herzegovina,1989-05-23,187cm,,Midfielder
Matej Vydra,Czech Republic,1992-05-01,180cm,71kg,Midfielder
Theo Walcott,England,1989-03-16,176cm,68kg,Forward
Jake Walker,England,2000-11-03,,,Defender
Kyle Walker-Peters,England,1997-04-13,173cm,62kg,Defender
Sam Waller,England,2003-09-09,,,Goalkeeper
Christian Walton,England,1995-11-09,182cm,,Goalkeeper
Aaron Wan-Bissaka,England,1997-11-26,183cm,72kg,Defender
Wanya Marçal-Madivadua,Portugal,2002-10-19,,,Midfielder
Joel Ward,England,1989-10-29,188cm,83kg,Defender
James Ward-Prowse,England,1994-11-01,173cm,66kg,Midfielder
Ollie Watkins,England,1995-12-30,180cm,70kg,Forward
Caleb Watts,Australia,2002-01-16,171cm,,Midfielder
Adam Webster,England,1995-01-04,191cm,75kg,Defender
